set_id,species,type1,type2,ability1,ability2,base_speed,item,nature,ev_spread,move1,move2,move3,move4,lv50_allowed,in_pool_battle50plus,lategame_trainer_count
338,Hitmonlee,Fighting,Fighting,Limber,None,87,Lax Incense,Adamant,DEFENSE|HP,Mega Kick,Brick Break,Foresight,Rock Tomb,1,0,0
339,Hitmonchan,Fighting,Fighting,Keen Eye,None,76,Kings Rock,Adamant,DEFENSE|HP,Dynamic Punch,Mach Punch,Detect,Counter,1,0,0
340,Girafarig,Normal,Psychic,Inner Focus,Early Bird,85,Lum Berry,Modest,SP_DEFENSE|DEFENSE,Psychic,Crunch,Baton Pass,Agility,1,0,0
341,Hitmontop,Fighting,Fighting,Intimidate,None,70,Focus Band,Adamant,DEFENSE|HP,Double Edge,Seismic Toss,Rock Slide,Counter,1,0,0
342,Banette,Ghost,Ghost,Insomnia,None,65,Lax Incense,Adamant,SP_DEFENSE|DEFENSE,Shadow Ball,Frustration,Screech,Will O Wisp,1,0,0
343,Ninjask,Bug,Flying,Speed Boost,None,160,Focus Band,Quirky,SP_DEFENSE|DEFENSE|HP,Slash,Shadow Ball,Swords Dance,Baton Pass,1,1,2
344,Seviper,Poison,Poison,Shed Skin,None,65,Quick Claw,Quirky,SP_DEFENSE|DEFENSE|HP,Sludge Bomb,Earthquake,Crunch,Giga Drain,1,1,2
345,Zangoose,Normal,Normal,Immunity,None,90,Scope Lens,Adamant,SPEED|ATTACK,Crush Claw,Shadow Ball,Brick Break,Aerial Ace,1,1,3
346,Camerupt,Fire,Ground,Magma Armor,None,40,Lax Incense,Quirky,SP_ATTACK|ATTACK,Earthquake,Eruption,Body Slam,Scary Face,1,0,0
347,Sharpedo,Water,Dark,Rough Skin,None,95,Scope Lens,Quirky,SP_ATTACK|SPEED|ATTACK,Double Edge,Crunch,Earthquake,Surf,1,1,6
348,Tropius,Grass,Flying,Chlorophyll,None,51,Focus Band,Quiet,SP_ATTACK|ATTACK,Solar Beam,Sunny Day,Synthesis,Body Slam,1,1,2
349,Magneton,Electric,Steel,Magnet Pull,Sturdy,70,Lum Berry,Hardy,SP_DEFENSE|HP,Thunder,Rain Dance,Thunder Wave,Metal Sound,1,0,0
350,Mantine,Water,Flying,Swift Swim,Water Absorb,70,Shell Bell,Modest,DEFENSE|HP,Surf,Ice Beam,Rain Dance,Confuse Ray,1,1,2
351,Stantler,Normal,Normal,Intimidate,None,85,Lax Incense,Adamant,SPEED|ATTACK,Frustration,Shadow Ball,Thunder Wave,Confuse Ray,1,0,0
352,Absol,Dark,Dark,Pressure,None,75,Choice Band,Adamant,SPEED|ATTACK,Double Edge,Shadow Ball,Aerial Ace,Iron Tail,1,1,7
353,Swalot,Poison,Poison,Liquid Ooze,Sticky Hold,55,Leftovers,Adamant,ATTACK|HP,Sludge Bomb,Shadow Ball,Body Slam,Counter,1,0,0
354,Crawdaunt,Water,Dark,Hyper Cutter,Shell Armor,55,Quick Claw,Adamant,SP_DEFENSE|HP,Guillotine,Frustration,Ancient Power,Aerial Ace,1,1,2
355,Pidgeot,Normal,Flying,Keen Eye,None,91,Scope Lens,Adamant,SPEED|ATTACK,Return,Aerial Ace,Steel Wing,Mud Slap,1,1,2
356,Grumpig,Psychic,Psychic,Thick Fat,Own Tempo,80,Lum Berry,Modest,SP_ATTACK|DEFENSE,Psychic,Ice Punch,Thunder Punch,Fire Punch,1,0,0
357,Torkoal,Fire,Fire,White Smoke,None,20,White Herb,Sassy,SP_DEFENSE|HP,Overheat,Body Slam,Smokescreen,Protect,1,0,0
358,Kingler,Water,Water,Hyper Cutter,Shell Armor,75,Salac Berry,Adamant,SP_DEFENSE|HP,Guillotine,Rock Tomb,Flail,Endure,1,1,2
359,Cacturne,Grass,Dark,Sand Veil,None,55,Persim Berry,Hardy,SP_DEFENSE|DEFENSE,Mega Kick,Teeter Dance,Faint Attack,Sandstorm,1,1,2
360,Bellossom,Grass,Grass,Chlorophyll,None,50,Bright Powder,Modest,SP_ATTACK|DEFENSE,Solar Beam,Attract,Sunny Day,Synthesis,1,1,2
361,Octillery,Water,Water,Suction Cups,None,45,Lax Incense,Quirky,SP_DEFENSE|DEFENSE|HP,Octazooka,Fire Blast,Thunder Wave,Mud Slap,1,1,2
362,Huntail,Water,Water,Swift Swim,None,52,Shell Bell,Quiet,SP_DEFENSE|HP,Surf,Rain Dance,Crunch,Body Slam,1,1,2
363,Gorebyss,Water,Water,Swift Swim,None,52,Shell Bell,Quiet,SP_DEFENSE|HP,Surf,Rain Dance,Psychic,Body Slam,1,1,2
364,Relicanth,Water,Rock,Swift Swim,Rock Head,55,Chesto Berry,Sassy,SP_DEFENSE|HP,Earthquake,Rock Slide,Amnesia,Rest,1,1,2
365,Omastar,Rock,Water,Swift Swim,Shell Armor,55,Sitrus Berry,Modest,SP_DEFENSE|HP,Hydro Pump,Rain Dance,Ice Beam,Protect,1,0,0
366,Kabutops,Rock,Water,Swift Swim,Battle Armor,80,Salac Berry,Adamant,SP_DEFENSE|ATTACK,Slash,Rock Slide,Flail,Endure,1,0,0
367,Poliwrath,Water,Fighting,Water Absorb,Damp,70,Chesto Berry,Adamant,ATTACK|HP,Brick Break,Hypnosis,Rest,Belly Drum,1,0,0
368,Scyther,Bug,Flying,Swarm,None,105,Bright Powder,Adamant,SPEED|ATTACK,Silver Wind,Aerial Ace,Swords Dance,Double Team,1,1,2
369,Pinsir,Bug,Bug,Hyper Cutter,None,85,Salac Berry,Jolly,SPEED|HP,Guillotine,Swords Dance,Flail,Endure,1,1,2
370,Politoed,Water,Water,Water Absorb,Damp,70,Lax Incense,Modest,SP_ATTACK|DEFENSE,Surf,Psychic,Mud Slap,Swagger,1,0,0
371,Cloyster,Water,Ice,Shell Armor,None,70,Leftovers,Careful,SP_DEFENSE|HP,Dive,Toxic,Double Team,Protect,1,1,6
372,Dugtrio,Ground,Ground,Sand Veil,Arena Trap,120,Soft Sand,Adamant,SPEED|ATTACK,Earthquake,Tri Attack,Slash,Sand Tomb,1,1,6
373,Medicham,Fighting,Psychic,Pure Power,None,80,Focus Band,Docile,SPEED|ATTACK,Psychic,Hi Jump Kick,Calm Mind,Baton Pass,1,1,16
374,Misdreavus,Ghost,Ghost,Levitate,None,85,Focus Band,Impish,DEFENSE|HP,Pain Split,Shadow Ball,Confuse Ray,Thunder Wave,1,1,11
375,Fearow,Normal,Flying,Keen Eye,None,100,Sharp Beak,Adamant,SPEED|ATTACK,Drill Peck,Tri Attack,Facade,Mud Slap,1,1,6
376,Granbull,Normal,Normal,Intimidate,Intimidate,45,Cheri Berry,Adamant,ATTACK|HP,Mega Kick,Smelling Salt,Thunder Wave,Roar,1,1,6
377,Jynx,Ice,Psychic,Oblivious,None,95,Shell Bell,Modest,SP_ATTACK|HP,Ice Beam,Fake Out,Lovely Kiss,Attract,1,1,19
378,Dusclops,Ghost,Ghost,Pressure,None,25,Leftovers,Impish,SP_DEFENSE|DEFENSE|HP,Will O Wisp,Seismic Toss,Pain Split,Confuse Ray,1,1,10
379,Dodrio,Normal,Flying,Run Away,Early Bird,100,Chesto Berry,Adamant,SPEED|ATTACK,Drill Peck,Tri Attack,Sleep Talk,Rest,1,1,6
380,Mr Mime,Psychic,Psychic,Soundproof,None,90,Leftovers,Relaxed,DEFENSE|HP,Psychic,Magical Leaf,Fake Out,Reflect,1,1,12
381,Lanturn,Water,Electric,Volt Absorb,Illuminate,67,Cheri Berry,Quiet,SP_ATTACK|DEFENSE,Surf,Confuse Ray,Attract,Thunder Wave,1,1,11
382,Breloom,Grass,Fighting,Effect Spore,None,70,Kings Rock,Jolly,SPEED|ATTACK,Sky Uppercut,Mach Punch,Headbutt,Counter,1,1,14
383,Forretress,Bug,Steel,Sturdy,None,40,Focus Band,Adamant,SP_DEFENSE|ATTACK,Double Edge,Rock Slide,Light Screen,Spikes,1,1,10
384,Whiscash,Water,Ground,Oblivious,None,60,Chesto Berry,Adamant,ATTACK|HP,Earthquake,Rock Slide,Amnesia,Rest,1,1,8
385,Xatu,Psychic,Flying,Synchronize,Early Bird,95,Sharp Beak,Hardy,SP_ATTACK|ATTACK|HP,Drill Peck,Night Shade,Wish,Future Sight,1,1,14
386,Skarmory,Steel,Flying,Keen Eye,Sturdy,70,Scope Lens,Adamant,SP_DEFENSE|ATTACK|HP,Steel Wing,Air Cutter,Counter,Agility,1,1,11
387,Marowak,Ground,Ground,Rock Head,Lightning Rod,45,Thick Club,Adamant,ATTACK|HP,Bonemerang,Rock Slide,Icy Wind,Headbutt,1,1,10
388,Quagsire,Water,Ground,Damp,Water Absorb,35,Focus Band,Adamant,SP_DEFENSE|ATTACK,Earthquake,Brick Break,Counter,Mud Slap,1,1,10
389,Clefable,Normal,Normal,Cute Charm,None,60,Leftovers,Brave,SP_DEFENSE|DEFENSE,Metronome,Double Team,Reflect,Follow Me,1,1,4
390,Hariyama,Fighting,Fighting,Thick Fat,Guts,50,Focus Band,Adamant,SP_DEFENSE|DEFENSE|HP,Cross Chop,Rock Slide,Counter,Fake Out,1,1,16
391,Raichu,Electric,Electric,Static,None,100,Bright Powder,Modest,SP_ATTACK|SPEED|DEFENSE,Thunderbolt,Quick Attack,Light Screen,Double Team,1,1,5
392,Dewgong,Water,Ice,Thick Fat,None,70,Never Melt Ice,Quiet,SP_ATTACK|HP,Ice Beam,Icy Wind,Headbutt,Fake Out,1,1,10
393,Manectric,Electric,Electric,Static,Lightning Rod,105,Magnet,Modest,SP_ATTACK|SPEED,Thunderbolt,Flash,Quick Attack,Roar,1,1,5
394,Vileplume,Grass,Poison,Chlorophyll,None,50,Persim Berry,Impish,ATTACK|HP,Sludge Bomb,Petal Dance,Moonlight,Aromatherapy,1,1,8
395,Victreebel,Grass,Poison,Chlorophyll,None,70,Sitrus Berry,Quiet,SP_DEFENSE|DEFENSE,Giga Drain,Sleep Powder,Sweet Scent,Synthesis,1,1,8
396,Electrode,Electric,Electric,Soundproof,Static,140,Focus Band,Quiet,SP_ATTACK|HP,Thunderbolt,Swift,Light Screen,Protect,1,1,5
397,Exploud,Normal,Normal,Soundproof,None,68,Chesto Berry,Impish,ATTACK|HP,Hyper Voice,Shadow Ball,Sleep Talk,Rest,1,1,5
398,Shiftry,Grass,Dark,Chlorophyll,Early Bird,80,Miracle Seed,Quiet,SP_DEFENSE|SP_ATTACK|DEFENSE,Giga Drain,Faint Attack,Quick Attack,Fake Out,1,1,9
399,Glalie,Ice,Ice,Inner Focus,None,80,Petaya Berry,Modest,SP_ATTACK|HP,Ice Beam,Crunch,Hail,Protect,1,1,11
400,Ludicolo,Water,Grass,Swift Swim,Rain Dish,70,Shell Bell,Quiet,SP_ATTACK|DEFENSE|HP,Surf,Rain Dance,Thunder Punch,Fire Punch,1,1,14
401,Hypno,Psychic,Psychic,Insomnia,None,67,Twisted Spoon,Quiet,SP_ATTACK|DEFENSE,Thunder Punch,Fire Punch,Ice Punch,Hypnosis,1,1,12
402,Golem,Rock,Ground,Rock Head,Sturdy,45,Quick Claw,Adamant,SP_DEFENSE|ATTACK,Earthquake,Body Slam,Counter,Rock Tomb,1,1,11
403,Rhydon,Ground,Rock,Lightning Rod,Rock Head,40,Quick Claw,Adamant,SP_DEFENSE|ATTACK|HP,Earthquake,Rock Tomb,Scary Face,Brick Break,1,1,16
404,Alakazam,Psychic,Psychic,Synchronize,Inner Focus,120,Focus Band,Modest,SP_ATTACK|DEFENSE,Thunder Punch,Fire Punch,Ice Punch,Thunder Wave,1,1,15
405,Weezing,Poison,Poison,Levitate,None,60,Bright Powder,Adamant,ATTACK|HP,Sludge Bomb,Will O Wisp,Shadow Ball,Smokescreen,1,1,6
406,Kangaskhan,Normal,Normal,Early Bird,None,90,Focus Band,Adamant,ATTACK|HP,Dizzy Punch,Brick Break,Counter,Fake Out,1,1,5
407,Electabuzz,Electric,Electric,Static,None,105,Cheri Berry,Relaxed,SP_ATTACK|DEFENSE|HP,Thunderbolt,Thunder Wave,Brick Break,Light Screen,1,1,6
408,Tauros,Normal,Normal,Intimidate,None,110,Persim Berry,Adamant,SPEED|ATTACK,Earthquake,Thrash,Swagger,Facade,1,1,5
409,Slowbro,Water,Psychic,Oblivious,Own Tempo,30,Shell Bell,Quiet,SP_DEFENSE|HP,Surf,Rain Dance,Headbutt,Ice Punch,1,1,20
410,Slowking,Water,Psychic,Oblivious,Own Tempo,30,Leftovers,Quiet,DEFENSE|HP,Psychic,Brick Break,Amnesia,Attract,1,1,19
411,Miltank,Normal,Normal,Thick Fat,None,100,Focus Band,Careful,SP_DEFENSE|DEFENSE|HP,Facade,Shadow Ball,Counter,Milk Drink,1,1,7
412,Altaria,Dragon,Flying,Natural Cure,None,80,Cheri Berry,Docile,ATTACK|HP,Dragon Claw,Aerial Ace,Refresh,Body Slam,1,1,9
413,Nidoqueen,Poison,Ground,Poison Point,None,76,Focus Band,Adamant,ATTACK|HP,Sludge Bomb,Double Kick,Body Slam,Counter,1,1,13
414,Nidoking,Poison,Ground,Poison Point,None,85,Quick Claw,Adamant,ATTACK|HP,Horn Drill,Double Kick,Body Slam,Counter,1,1,13
415,Magmar,Fire,Fire,Flame Body,None,93,Rawst Berry,Relaxed,SP_ATTACK|DEFENSE|HP,Flamethrower,Smokescreen,Brick Break,Barrier,1,1,8
416,Cradily,Rock,Grass,Suction Cups,None,43,Leftovers,Relaxed,SP_DEFENSE|DEFENSE|HP,Giga Drain,Rock Slide,Barrier,Confuse Ray,1,1,13
417,Armaldo,Rock,Bug,Battle Armor,None,45,Scope Lens,Adamant,ATTACK|HP,Slash,Aerial Ace,Ancient Power,Protect,1,1,11
418,Golduck,Water,Water,Damp,Cloud Nine,85,Shell Bell,Quiet,SP_ATTACK|ATTACK,Hydro Pump,Dig,Brick Break,Light Screen,1,1,8
419,Rapidash,Fire,Fire,Run Away,Flash Fire,105,Charcoal,Quiet,SP_ATTACK|SPEED,Flamethrower,Double Kick,Quick Attack,Protect,1,1,8
420,Muk,Poison,Poison,Stench,Sticky Hold,50,Poison Barb,Adamant,ATTACK|HP,Sludge Bomb,Body Slam,Screech,Minimize,1,1,6
421,Gengar,Ghost,Poison,Levitate,None,110,Leftovers,Timid,SP_ATTACK|SPEED|HP,Dream Eater,Hypnosis,Confuse Ray,Attract,1,1,15
422,Ampharos,Electric,Electric,Static,None,55,Magnet,Relaxed,SP_ATTACK|HP,Thunder,Rain Dance,Thunder Wave,Attract,1,1,11
423,Scizor,Bug,Steel,Swarm,None,65,Focus Band,Adamant,SP_DEFENSE|ATTACK,Metal Claw,Aerial Ace,Counter,Quick Attack,1,1,12
424,Heracross,Bug,Fighting,Swarm,Guts,85,Focus Band,Adamant,DEFENSE|ATTACK,Megahorn,Brick Break,Rock Tomb,Counter,1,1,14
425,Ursaring,Normal,Normal,Guts,None,55,Quick Claw,Docile,SP_ATTACK|ATTACK|HP,Mega Kick,Crunch,Aerial Ace,Counter,1,1,11
426,Houndoom,Dark,Fire,Early Bird,Flash Fire,95,Focus Band,Quirky,SP_ATTACK|SPEED|ATTACK,Flamethrower,Shadow Ball,Counter,Will O Wisp,1,1,13
427,Donphan,Ground,Ground,Sturdy,None,50,Chesto Berry,Adamant,ATTACK|HP,Earthquake,Ancient Power,Swagger,Rest,1,1,8
428,Claydol,Ground,Psychic,Levitate,None,75,Lum Berry,Adamant,ATTACK|HP,Earthquake,Rock Slide,Swagger,Psych Up,1,1,12
429,Wailord,Water,Water,Water Veil,Oblivious,60,Shell Bell,Sassy,SP_DEFENSE|DEFENSE|HP,Surf,Icy Wind,Body Slam,Roar,1,1,11
430,Ninetales,Fire,Fire,Flash Fire,None,100,Rawst Berry,Modest,SP_ATTACK|SPEED,Flamethrower,Roar,Confuse Ray,Will O Wisp,1,1,8
431,Machamp,Fighting,Fighting,Guts,None,55,Scope Lens,Adamant,ATTACK|HP,Cross Chop,Rock Slide,Counter,Scary Face,1,1,21
432,Shuckle,Bug,Rock,Sturdy,None,5,Chesto Berry,Brave,SP_DEFENSE|DEFENSE,Rollout,Defense Curl,Sleep Talk,Rest,1,1,13
433,Steelix,Steel,Ground,Rock Head,Sturdy,30,Sitrus Berry,Adamant,SP_DEFENSE|ATTACK,Earthquake,Dragon Breath,Rock Tomb,Roar,1,1,18
434,Tentacruel,Water,Poison,Clear Body,Liquid Ooze,100,Persim Berry,Impish,DEFENSE|ATTACK,Sludge Bomb,Icy Wind,Barrier,Confuse Ray,1,1,10
435,Aerodactyl,Rock,Flying,Rock Head,Pressure,130,Kings Rock,Adamant,SPEED|ATTACK|HP,Ancient Power,Dragon Breath,Aerial Ace,Roar,1,1,18
436,Porygon2,Normal,Normal,Trace,None,60,Leftovers,Adamant,ATTACK|HP,Tri Attack,Aerial Ace,Shadow Ball,Recover,1,1,4
437,Gardevoir,Psychic,Psychic,Synchronize,Trace,80,Leftovers,Timid,SPEED|DEFENSE|HP,Dream Eater,Hypnosis,Magical Leaf,Reflect,1,1,17
438,Exeggutor,Grass,Psychic,Chlorophyll,None,55,Quick Claw,Quiet,SP_DEFENSE|DEFENSE,Solar Beam,Sunny Day,Synthesis,Light Screen,1,1,16
439,Starmie,Water,Psychic,Illuminate,Natural Cure,115,Shell Bell,Modest,SP_ATTACK|HP,Psychic,Confuse Ray,Thunder Wave,Recover,1,1,22
440,Flygon,Ground,Dragon,Levitate,Levitate,100,Bright Powder,Adamant,SPEED|ATTACK,Earthquake,Steel Wing,Faint Attack,Facade,1,1,12
441,Venusaur,Grass,Poison,Overgrow,None,80,Chesto Berry,Quiet,SP_ATTACK|HP,Giga Drain,Sunny Day,Synthesis,Sleep Powder,1,1,13
442,Vaporeon,Water,Water,Water Absorb,None,65,Mystic Water,Modest,SP_DEFENSE|SP_ATTACK|DEFENSE,Surf,Roar,Bite,Quick Attack,1,1,9
443,Jolteon,Electric,Electric,Volt Absorb,None,130,Cheri Berry,Modest,SP_ATTACK|SPEED,Thunderbolt,Thunder Wave,Attract,Protect,1,1,8
444,Flareon,Fire,Fire,Flash Fire,None,65,Sitrus Berry,Modest,SP_ATTACK|DEFENSE,Flamethrower,Roar,Bite,Sand Attack,1,1,9
445,Meganium,Grass,Grass,Overgrow,None,80,Bright Powder,Modest,SP_ATTACK|HP,Solar Beam,Sunny Day,Light Screen,Synthesis,1,1,12
446,Espeon,Psychic,Psychic,Synchronize,None,110,Lum Berry,Modest,SP_DEFENSE|SPEED|DEFENSE,Psychic,Charm,Calm Mind,Baton Pass,1,1,15
447,Umbreon,Dark,Dark,Synchronize,None,65,Bright Powder,Bold,SP_DEFENSE|DEFENSE|HP,Confuse Ray,Faint Attack,Double Team,Baton Pass,1,1,10
448,Blastoise,Water,Water,Torrent,None,78,Shell Bell,Modest,SP_ATTACK|HP,Hydro Pump,Rain Dance,Bite,Seismic Toss,1,1,13
449,Feraligatr,Water,Water,Torrent,None,78,Lum Berry,Quiet,SP_DEFENSE|SP_ATTACK|HP,Surf,Rain Dance,Aerial Ace,Roar,1,1,13
450,Aggron,Steel,Rock,Sturdy,Rock Head,50,Quick Claw,Adamant,ATTACK|HP,Iron Tail,Earthquake,Aerial Ace,Roar,1,1,18
451,Blaziken,Fire,Fighting,Blaze,None,80,Quick Claw,Docile,SP_ATTACK|ATTACK,Flamethrower,Sunny Day,Double Kick,Roar,1,1,18
452,Walrein,Ice,Water,Thick Fat,None,65,Leftovers,Quiet,SP_DEFENSE|DEFENSE|HP,Blizzard,Hail,Yawn,Protect,1,1,15
453,Sceptile,Grass,Grass,Overgrow,None,120,Leftovers,Modest,SP_ATTACK|SPEED,Leaf Blade,Leech Seed,Aerial Ace,Detect,1,1,10
454,Charizard,Fire,Flying,Blaze,None,100,Focus Band,Modest,SP_ATTACK|SPEED,Fire Blast,Sunny Day,Roar,Scary Face,1,1,19
455,Typhlosion,Fire,Fire,Blaze,None,100,Focus Band,Modest,SP_ATTACK|SPEED,Fire Blast,Sunny Day,Smokescreen,Roar,1,1,12
456,Lapras,Water,Ice,Water Absorb,Shell Armor,60,Leftovers,Bold,SP_DEFENSE|DEFENSE,Surf,Attract,Confuse Ray,Sing,1,1,21
457,Crobat,Poison,Flying,Inner Focus,None,130,Kings Rock,Quirky,SP_ATTACK|ATTACK|HP,Sludge Bomb,Bite,Astonish,Screech,1,1,10
458,Swampert,Water,Ground,Torrent,None,60,Lum Berry,Adamant,SP_DEFENSE|DEFENSE|HP,Earthquake,Counter,Rest,Curse,1,1,14
459,Gyarados,Water,Flying,Intimidate,None,81,Lum Berry,Careful,SP_DEFENSE|HP,Return,Bite,Thunder Wave,Dragon Dance,1,1,18
460,Snorlax,Normal,Normal,Immunity,Thick Fat,30,Leftovers,Adamant,DEFENSE|ATTACK,Facade,Shadow Ball,Attract,Double Team,1,1,12
461,Kingdra,Water,Dragon,Swift Swim,None,85,Lum Berry,Modest,SP_ATTACK|HP,Hydro Pump,Dragon Breath,Icy Wind,Attract,1,1,14
462,Blissey,Normal,Normal,Natural Cure,Serene Grace,55,Bright Powder,Bold,SP_DEFENSE|DEFENSE,Toxic,Double Team,Sing,Soft Boiled,1,1,7
463,Milotic,Water,Water,Marvel Scale,None,81,Lum Berry,Modest,SP_ATTACK|DEFENSE|HP,Hydro Pump,Icy Wind,Recover,Mirror Coat,1,1,13
464,Arcanine,Fire,Fire,Intimidate,Flash Fire,95,Kings Rock,Adamant,SPEED|ATTACK,Flamethrower,Extreme Speed,Crunch,Body Slam,1,1,8
465,Salamence,Dragon,Flying,Intimidate,None,100,Kings Rock,Hardy,SPEED|ATTACK,Dragon Claw,Aerial Ace,Headbutt,Rock Slide,1,1,16
466,Metagross,Steel,Psychic,Clear Body,None,70,Leftovers,Adamant,SP_DEFENSE|SPEED|ATTACK,Meteor Mash,Aerial Ace,Facade,Light Screen,1,1,23
467,Slaking,Normal,Normal,Truant,None,100,Scope Lens,Adamant,SP_DEFENSE|DEFENSE|HP,Yawn,Bulk Up,Swagger,Aerial Ace,1,1,5
468,Dugtrio,Ground,Ground,Sand Veil,Arena Trap,120,Kings Rock,Adamant,SPEED|ATTACK,Earthquake,Ancient Power,Aerial Ace,Tri Attack,1,1,6
469,Medicham,Fighting,Psychic,Pure Power,None,80,Salac Berry,Hardy,SPEED|ATTACK,Reversal,Endure,Psychic,Fake Out,1,1,16
470,Marowak,Ground,Ground,Rock Head,Lightning Rod,45,Thick Club,Adamant,SPEED|ATTACK,Earthquake,Rock Slide,Swords Dance,Icy Wind,1,1,10
471,Quagsire,Water,Ground,Damp,Water Absorb,35,Leftovers,Sassy,SP_DEFENSE|DEFENSE,Curse,Attract,Yawn,Ancient Power,1,1,11
472,Misdreavus,Ghost,Ghost,Levitate,None,85,Leftovers,Bold,SP_ATTACK|DEFENSE,Psychic,Attract,Thunder Wave,Confuse Ray,1,1,12
473,Fearow,Normal,Flying,Keen Eye,None,100,Focus Band,Adamant,SPEED|ATTACK,Drill Peck,Tri Attack,Attract,Pursuit,1,1,7
474,Granbull,Normal,Normal,Intimidate,Intimidate,45,White Herb,Quiet,SP_DEFENSE|SP_ATTACK,Overheat,Thunderbolt,Ice Punch,Facade,1,1,5
475,Jynx,Ice,Psychic,Oblivious,None,95,Bright Powder,Impish,DEFENSE|HP,Perish Song,Mean Look,Lovely Kiss,Protect,1,1,18
476,Dusclops,Ghost,Ghost,Pressure,None,25,Leftovers,Impish,SP_DEFENSE|DEFENSE|HP,Toxic,Confuse Ray,Double Team,Protect,1,1,10
477,Dodrio,Normal,Flying,Run Away,Early Bird,100,Kings Rock,Adamant,SPEED|ATTACK,Drill Peck,Double Edge,Faint Attack,Protect,1,1,6
478,Mr Mime,Psychic,Psychic,Soundproof,None,90,Liechi Berry,Adamant,SP_DEFENSE|DEFENSE|HP,Baton Pass,Swagger,Psych Up,Psychic,1,1,12
479,Lanturn,Water,Electric,Volt Absorb,Illuminate,67,Salac Berry,Docile,SP_ATTACK|ATTACK,Flail,Endure,Thunderbolt,Surf,1,1,9
480,Breloom,Grass,Fighting,Effect Spore,None,70,Bright Powder,Docile,SP_ATTACK|SPEED,Giga Drain,Leech Seed,Focus Punch,Spore,1,1,14
481,Forretress,Bug,Steel,Sturdy,None,40,Lum Berry,Adamant,SP_DEFENSE|ATTACK,Earthquake,Double Edge,Counter,Protect,1,1,10
482,Skarmory,Steel,Flying,Keen Eye,Sturdy,70,Bright Powder,Careful,SP_DEFENSE|ATTACK|HP,Spikes,Roar,Drill Peck,Toxic,1,1,11
483,Whiscash,Water,Ground,Oblivious,None,60,Shell Bell,Hardy,SP_ATTACK|ATTACK,Surf,Earthquake,Spark,Future Sight,1,1,8
484,Xatu,Psychic,Flying,Synchronize,Early Bird,95,Leftovers,Impish,SP_DEFENSE|DEFENSE|HP,Fly,Toxic,Confuse Ray,Attract,1,1,15
485,Clefable,Normal,Normal,Cute Charm,None,60,Focus Band,Adamant,DEFENSE|ATTACK,Meteor Mash,Cosmic Power,Double Team,Follow Me,1,1,4
486,Hariyama,Fighting,Fighting,Thick Fat,Guts,50,Quick Claw,Quiet,SP_ATTACK|ATTACK,Cross Chop,Fire Punch,Ice Punch,Thunder Punch,1,1,16
487,Raichu,Electric,Electric,Static,None,100,Lum Berry,Adamant,SPEED|ATTACK,Thunderbolt,Reversal,Endure,Agility,1,1,5
488,Dewgong,Water,Ice,Thick Fat,None,70,Shell Bell,Docile,SP_ATTACK|ATTACK,Blizzard,Double Edge,Encore,Disable,1,1,10
489,Manectric,Electric,Electric,Static,Lightning Rod,105,Petaya Berry,Modest,SP_ATTACK|SPEED,Thunder,Rain Dance,Crunch,Roar,1,1,7
490,Vileplume,Grass,Poison,Chlorophyll,None,50,Bright Powder,Bold,SP_DEFENSE|DEFENSE|HP,Ingrain,Double Team,Toxic,Giga Drain,1,1,8
491,Victreebel,Grass,Poison,Chlorophyll,None,70,Leftovers,Serious,SP_ATTACK|ATTACK,Giga Drain,Sludge Bomb,Sleep Powder,Attract,1,1,9
492,Electrode,Electric,Electric,Soundproof,Static,140,Bright Powder,Modest,SP_DEFENSE|DEFENSE|HP,Thunder,Rain Dance,Double Team,Swagger,1,1,7
493,Exploud,Normal,Normal,Soundproof,None,68,Focus Band,Quirky,SP_ATTACK|ATTACK,Solar Beam,Sunny Day,Earthquake,Counter,1,1,7
494,Shiftry,Grass,Dark,Chlorophyll,Early Bird,80,Chesto Berry,Impish,SP_DEFENSE|DEFENSE,Leech Seed,Dig,Double Team,Rest,1,1,9
495,Glalie,Ice,Ice,Inner Focus,None,80,Salac Berry,Quirky,SPEED|ATTACK,Explosion,Endure,Body Slam,Icy Wind,1,1,9
496,Ludicolo,Water,Grass,Swift Swim,Rain Dish,70,Shell Bell,Modest,SP_ATTACK|HP,Surf,Ice Beam,Thunder Punch,Fire Punch,1,1,12
497,Hypno,Psychic,Psychic,Insomnia,None,67,Twisted Spoon,Modest,SP_DEFENSE|DEFENSE,Hypnosis,Nightmare,Dream Eater,Psychic,1,1,12
498,Golem,Rock,Ground,Rock Head,Sturdy,45,Chesto Berry,Adamant,ATTACK|HP,Focus Punch,Substitute,Double Team,Rest,1,1,11
499,Rhydon,Ground,Rock,Lightning Rod,Rock Head,40,Quick Claw,Adamant,SP_DEFENSE|ATTACK,Earthquake,Horn Drill,Rock Slide,Brick Break,1,1,16
500,Alakazam,Psychic,Psychic,Synchronize,Inner Focus,120,Lum Berry,Modest,SP_ATTACK|DEFENSE,Psychic,Calm Mind,Thunder Wave,Recover,1,1,15
501,Weezing,Poison,Poison,Levitate,None,60,Sitrus Berry,Adamant,ATTACK|HP,Memento,Sludge Bomb,Facade,Destiny Bond,1,1,6
502,Kangaskhan,Normal,Normal,Early Bird,None,90,Lum Berry,Adamant,ATTACK|HP,Crush Claw,Shadow Ball,Attract,Rest,1,1,6
